inventory_id,word,make,model,model_year,sold_price,sold_date,winner_bidder_number,auction_number
30764,turpis,Suzuki,Forenza,2005,170,2011-05-30,10764,200764
30765,vel,Mercedes-Benz,CLS-Class,2009,159.99,2018-09-16,10765,200765
30766,interdum,GMC,3500 Crew Cab,1992,57.99,2020-08-19,10766,200766
30767,commodo,Land Rover,Range Rover Velar,2019,30,2016-07-08,10767,200767
30768,erat,Chevrolet,Colorado Extended Cab,2012,24,2010-07-22,10768,200768
30769,feugiat,Toyota,Camry,2015,151.99,2023-04-14,10769,200769
30770,lectus,Toyota,4Runner,1996,16.99,2016-04-19,10770,200770
30771,sed,Oldsmobile,Ciera,1996,114.99,2016-08-08,10771,200771
30772,nisl,Dodge,Caravan Cargo,2005,105,2014-05-02,10772,200772
30773,convallis,Freightliner,Sprinter 2500 Crew,2016,193.99,2020-01-27,10773,200773
30774,a,Nissan,Titan Crew Cab,2012,136.95,2012-09-16,10774,200774
30775,elit,Volkswagen,Passat,2015,122.99,2019-04-20,10775,200775
30776,id,Chevrolet,Lumina Passenger,1996,52,2022-09-05,10776,200776
30777,sit,Audi,A5,2014,181.95,2015-12-22,10777,200777
30778,nec,Geo,Prizm,1992,16.99,2010-03-01,10778,200778
30779,sed,Dodge,Charger,2011,80.95,2020-09-27,10779,200779
30780,ultricies,Cadillac,XTS,2013,104.95,2017-12-12,10780,200780
30781,venenatis,Freightliner,Sprinter 2500 Crew,2014,132,2019-04-15,10781,200781
30782,id,Chevrolet,Cavalier,2004,107.95,2021-06-17,10782,200782
30783,blandit,Toyota,Prius,2014,98.99,2016-01-01,10783,200783
30784,sapien,Buick,Rainier,2004,103.95,2016-08-17,10784,200784
30785,augue,BMW,i8,2019,64,2014-10-06,10785,200785
30786,ultrices,Chevrolet,Suburban 2500,2004,84,2011-06-13,10786,200786
30787,nec,Ford,Mustang,2000,45.99,2014-06-11,10787,200787
30788,vehicula,MAZDA,MX-5 Miata,1999,171,2015-12-12,10788,200788
30789,et,GMC,Envoy XL,2003,177.95,2017-06-08,10789,200789
30790,Praesent,Saturn,VUE,2006,185,2019-12-30,10790,200790
30791,nostra,Lincoln,Navigator,2004,126.99,2014-03-11,10791,200791
30792,mi,Chevrolet,S10 Regular Cab,2001,72.99,2021-11-13,10792,200792
30793,Fusce,Chevrolet,Silverado (Classic) 1500 HD Crew Cab,2007,182,2023-04-17,10793,200793
30794,sagittis,Chevrolet,Silverado 1500 Extended Cab,2008,103,2019-04-29,10794,200794
30795,eleifend,Dodge,Ram Wagon B350,1993,35.99,2022-03-13,10795,200795
30796,pretium,Lamborghini,Gallardo,2006,195.95,2015-04-17,10796,200796
30797,venenatis,Porsche,Cayenne,2018,160.95,2013-02-24,10797,200797
30798,nec,Subaru,WRX,2018,193.99,2019-07-25,10798,200798
30799,quam,Mercury,Villager,1999,180.95,2016-01-14,10799,200799
30800,Nulla,Toyota,Avalon,2018,153.99,2020-05-21,10800,200800
30801,malesuada,Dodge,Viper,2001,27.99,2011-03-19,10801,200801
30802,Ut,Cadillac,Sixty Special,1993,142.95,2022-01-14,10802,200802
30803,tincidunt,Chevrolet,Traverse,2015,199.95,2020-03-31,10803,200803
30804,Suspendisse,Mercedes-Benz,M-Class,2005,83.99,2020-05-17,10804,200804
30805,vitae,Nissan,Titan Crew Cab,2007,41.95,2019-06-17,10805,200805
30806,quis,Dodge,Ram 1500 Club Cab,1997,47.95,2014-08-05,10806,200806
30807,varius,Toyota,Sequoia,2014,160.95,2020-02-24,10807,200807
30808,primis,Toyota,Prius,2004,164.99,2017-12-02,10808,200808
30809,porta,INFINITI,QX50,2017,125.99,2011-01-19,10809,200809
30810,dictum,Hyundai,Tucson,2009,148.95,2019-08-04,10810,200810
30811,finibus,Ford,Econoline E250 Cargo,1993,102.95,2018-07-08,10811,200811
30812,vitae,Acura,CL,2002,71,2015-12-31,10812,200812
30813,diam,BMW,M,2000,186.99,2012-11-20,10813,200813
30814,laoreet,Chevrolet,Express 3500 Cargo,2015,100.95,2022-05-25,10814,200814
30815,fermentum,FIAT,500 Abarth,2014,98.99,2016-10-30,10815,200815
30816,laoreet,Nissan,300ZX,1994,64.99,2022-03-25,10816,200816
30817,per,Kia,Soul,2013,17.95,2010-12-07,10817,200817
30818,est,Pontiac,Grand Am,2000,188.95,2018-09-18,10818,200818
30819,magna,Nissan,Maxima,2019,135.95,2013-08-20,10819,200819
30820,risus,Volvo,V40,2004,138.99,2021-03-08,10820,200820
30821,Fusce,Cadillac,ATS,2018,158.99,2016-11-11,10821,200821
30822,suscipit,Subaru,Forester,2009,55,2012-02-27,10822,200822
30823,molestie,Volvo,V60,2017,149.99,2016-05-01,10823,200823
30824,dui,Mercedes-Benz,300 SD,1992,175,2011-05-07,10824,200824
30825,tristique,Pontiac,Vibe,2008,86,2013-05-13,10825,200825
30826,ac,GMC,Safari Passenger,1998,79.99,2011-04-13,10826,200826
30827,lorem,Ford,F350 Crew Cab,1993,19,2015-09-25,10827,200827
30828,sem,MAZDA,MAZDA6,2007,60,2021-11-12,10828,200828
30829,purus,GMC,Sierra 3500 Extended Cab,2002,188.99,2018-09-01,10829,200829
30830,condimentum,Scion,xB,2006,13,2019-05-06,10830,200830
30831,dolor,Nissan,Rogue,2008,125,2012-03-31,10831,200831
30832,mollis,Isuzu,Ascender,2006,113,2014-09-13,10832,200832
30833,mauris,Chrysler,LeBaron,1993,128,2019-03-16,10833,200833
30834,nec,Cadillac,Escalade ESV,2016,38.99,2021-10-21,10834,200834
30835,Integer,MAZDA,B-Series Cab Plus,1995,154.99,2013-11-12,10835,200835
30836,dolor,Volkswagen,Beetle,2017,34.95,2017-04-12,10836,200836
30837,libero,Dodge,Dakota Crew Cab,2010,85.99,2019-07-26,10837,200837
30838,mollis,Toyota,Land Cruiser,1999,192,2016-04-10,10838,200838
30839,elit,Acura,TL,2001,184.95,2023-02-14,10839,200839
30840,erat,Dodge,Ram Wagon 2500,2001,36.99,2011-05-18,10840,200840
30841,aliquet,Chevrolet,Aveo,2009,17.99,2011-11-18,10841,200841
30842,nec,Chevrolet,Trax,2018,163,2016-04-10,10842,200842
30843,mollis,Volkswagen,e-Golf,2016,58.95,2022-11-30,10843,200843
30844,nisi,GMC,Sierra 2500 HD Crew Cab,2006,66.95,2013-10-28,10844,200844
30845,bibendum,Maserati,Ghibli,2017,84,2022-12-11,10845,200845
30846,orci,Volkswagen,Eos,2011,156.99,2020-12-10,10846,200846
30847,odio,Cadillac,Escalade ESV,2018,192.95,2019-10-08,10847,200847
30848,blandit,BMW,6 Series,2010,142.95,2010-05-19,10848,200848
30849,Aliquam,Mercedes-Benz,M-Class,2011,43.95,2014-06-11,10849,200849
30850,Donec,Chrysler,Imperial,1993,144,2015-03-20,10850,200850
30851,lacinia,Freightliner,Sprinter 2500 Cargo,2016,151.95,2016-03-21,10851,200851
30852,Proin,Ford,Fusion,2012,32.99,2018-02-28,10852,200852
30853,Donec,Chevrolet,Corvette,2004,108,2014-07-20,10853,200853
30854,mauris,Dodge,Ram 3500 Regular Cab,2005,30.95,2010-08-17,10854,200854
30855,faucibus,Toyota,Tundra CrewMax,2011,40,2013-07-10,10855,200855
30856,risus,Porsche,928,1995,94,2018-04-28,10856,200856
30857,eu,Lincoln,MKC,2019,68,2014-05-09,10857,200857
30858,lorem,Mitsubishi,Montero,1993,160.95,2020-11-14,10858,200858
30859,porttitor,Jeep,Patriot,2017,116.95,2019-10-23,10859,200859
30860,leo,Volkswagen,Golf GTI,2019,123.95,2011-05-24,10860,200860
30861,convallis,GMC,Yukon,1993,128.99,2020-01-13,10861,200861
30862,nec,BMW,X5,2013,76,2016-06-07,10862,200862
30863,tempus,Chrysler,300,2014,191.99,2019-04-01,10863,200863
30864,enim,Lincoln,MKT,2011,33.99,2014-05-03,10864,200864
30865,rhoncus,Mitsubishi,Endeavor,2005,103.99,2011-04-21,10865,200865
30866,ante,Buick,Encore,2019,171.95,2012-08-28,10866,200866
30867,convallis,Ram,2500 Regular Cab,2013,99.95,2015-07-17,10867,200867
30868,Nulla,FIAT,500c,2014,192,2017-11-30,10868,200868
30869,lacinia,Kia,Rio,2001,161,2012-05-26,10869,200869
30870,non,Lincoln,Town Car,2001,169.95,2018-08-07,10870,200870
30871,Sed,Audi,A4,2002,49,2016-12-11,10871,200871
30872,Curabitur,Acura,ILX,2019,190.99,2019-01-26,10872,200872
30873,augue,Toyota,MR2,1993,129,2012-11-01,10873,200873
30874,ullamcorper,Jeep,Liberty,2009,158.99,2010-07-16,10874,200874
30875,et,Dodge,Ram Van B250,1993,82.99,2020-12-21,10875,200875
30876,vehicula,Toyota,Celica,1995,85.99,2023-02-22,10876,200876
30877,aliquet,Cadillac,STS,2005,87.99,2010-07-09,10877,200877
30878,quis,Mercury,Grand Marquis,2008,80.99,2014-01-31,10878,200878
30879,Nunc,Chevrolet,Corvette,2013,26,2015-01-16,10879,200879
30880,Nunc,Toyota,Sienna,2020,52.95,2022-01-02,10880,200880
30881,elit,Ford,Expedition,2000,162.99,2021-03-07,10881,200881
30882,rutrum,Acura,TLX,2017,180.99,2021-04-23,10882,200882
30883,id,Chevrolet,Silverado 2500 HD Double Cab,2016,60.99,2023-02-08,10883,200883
30884,rhoncus,Toyota,RAV4,2004,53.95,2021-11-01,10884,200884
30885,ac,Ford,F250 Super Duty Crew Cab,2014,19.99,2022-11-11,10885,200885
30886,rhoncus,Mitsubishi,3000GT,1999,96,2014-11-08,10886,200886
30887,ligula,Volvo,S40,2005,105.95,2013-06-12,10887,200887
30888,sed,Mercury,Mountaineer,1998,123,2011-12-28,10888,200888
30889,pulvinar,FIAT,500,2014,95.95,2014-01-20,10889,200889
30890,maximus,Chevrolet,Impala,2015,160.99,2011-07-26,10890,200890
30891,diam,Jaguar,XJ,2011,79,2010-08-18,10891,200891
30892,non,GMC,Yukon XL 1500,2001,156,2022-03-30,10892,200892
30893,dolor,Mercedes-Benz,SLK-Class,2000,12.95,2018-10-10,10893,200893
30894,Etiam,Lexus,SC,2007,35.95,2016-04-08,10894,200894
30895,consequat,Nissan,JUKE,2013,121,2016-09-17,10895,200895
30896,Sed,Chevrolet,Sonic,2015,47.99,2010-04-26,10896,200896
30897,ullamcorper,Subaru,Outback,2019,106.95,2010-12-05,10897,200897
30898,amet,Dodge,Stealth,1995,24.95,2016-03-06,10898,200898
30899,quis,Audi,A8,2009,100.95,2012-02-04,10899,200899
30900,in,GMC,3500 Crew Cab,1992,35.95,2015-08-05,10900,200900
30901,molestie,GMC,Vandura 2500,1994,138,2020-04-15,10901,200901
30902,amet,Chevrolet,Avalanche 2500,2006,130,2019-07-20,10902,200902
30903,in,MINI,Hardtop 2 Door,2015,135.99,2010-06-19,10903,200903
30904,mattis,Audi,A7,2013,11.99,2016-07-01,10904,200904
30905,faucibus,Dodge,Ram 3500 Regular Cab,2004,37.95,2014-03-22,10905,200905
30906,vehicula,Pontiac,Solstice,2007,129.95,2017-01-05,10906,200906
30907,elementum,INFINITI,QX30,2019,112.99,2013-07-02,10907,200907
30908,faucibus,BMW,1 Series,2008,110.95,2016-03-31,10908,200908
30909,justo,Lincoln,Town Car,1993,173.99,2021-06-12,10909,200909
30910,tincidunt,Porsche,911,2019,91.99,2021-11-15,10910,200910
30911,diam,Maserati,Quattroporte,2007,53.99,2019-04-27,10911,200911
30912,nec,Mercedes-Benz,SLK-Class,2008,164.99,2022-04-25,10912,200912
30913,id,Freightliner,Sprinter WORKER Cargo,2017,164,2012-01-06,10913,200913
30914,sagittis,Maserati,Ghibli,2016,164.99,2020-03-07,10914,200914
30915,gravida,GMC,Yukon XL 2500,2010,77.95,2019-09-16,10915,200915
30916,enim,Nissan,Frontier King Cab,2001,128.95,2022-02-10,10916,200916
30917,eros,Chevrolet,Express 2500 Passenger,2018,131.99,2019-10-20,10917,200917
30918,urna,BMW,M3,2009,163.95,2017-04-19,10918,200918
30919,Suspendisse,GMC,Canyon Regular Cab,2007,72,2010-06-28,10919,200919
30920,nibh,GMC,1500 Regular Cab,1996,39,2017-10-24,10920,200920
30921,ipsum,Volkswagen,Corrado,1992,97,2020-05-25,10921,200921
30922,id,Ford,F350 Super Duty Crew Cab,2007,189.95,2014-07-23,10922,200922
30923,volutpat,HUMMER,H2,2003,107,2022-08-27,10923,200923
30924,magna,BMW,X3,2014,14.99,2015-11-25,10924,200924
30925,tempus,Chevrolet,Traverse,2013,43.95,2020-10-28,10925,200925
30926,malesuada,Scion,tC,2006,101.95,2020-01-11,10926,200926
30927,est,GMC,Sonoma Regular Cab,2003,130.95,2022-11-14,10927,200927
30928,est,Suzuki,SX4,2010,154.99,2011-01-09,10928,200928
30929,at,Ford,Taurus,1997,57.99,2010-08-12,10929,200929
30930,fermentum,BMW,6 Series,2005,12,2010-01-25,10930,200930
30931,vel,Lexus,LS,2015,158.95,2015-08-29,10931,200931
30932,interdum,INFINITI,Q50,2015,62.95,2019-05-04,10932,200932
30933,amet,Kia,Optima,2010,108,2019-01-12,10933,200933
30934,risus,Mercury,Cougar,1999,189.95,2016-05-07,10934,200934
30935,sapien,Mercedes-Benz,Mercedes-Maybach S-Class,2018,198.99,2015-11-16,10935,200935
30936,vel,Chevrolet,Express 2500 Passenger,1997,15.99,2010-05-04,10936,200936
30937,et,Mercedes-Benz,B-Class,2015,42.99,2020-06-29,10937,200937
30938,laoreet,GMC,Savana 1500 Cargo,2008,92.95,2020-04-30,10938,200938
30939,ultrices,Nissan,Pathfinder,1999,141.99,2023-05-08,10939,200939
30940,auctor,Honda,Pilot,2013,173.95,2013-01-16,10940,200940
30941,laoreet,Chevrolet,Silverado 1500 HD Crew Cab,2001,140,2011-11-23,10941,200941
30942,Nam,Toyota,Tundra Regular Cab,2009,141.99,2010-05-21,10942,200942
30943,amet,GMC,Sierra 2500 Regular Cab,2000,160.99,2012-03-27,10943,200943
30944,quis,Chrysler,Town & Country,1998,86,2018-03-23,10944,200944
30945,in,Chevrolet,Silverado 3500 Crew Cab,2003,141.95,2017-12-06,10945,200945
30946,sem,Land Rover,Discovery Sport,2015,169,2015-01-01,10946,200946
30947,tellus,Mercedes-Benz,SL-Class,2006,22.99,2014-09-21,10947,200947
30948,dolor,Land Rover,LR4,2011,134,2022-08-09,10948,200948
30949,sapien,Chevrolet,Malibu (Classic),2008,123.95,2018-03-08,10949,200949
30950,finibus,Volkswagen,Golf (New),1999,80.99,2013-12-28,10950,200950
30951,ac,Chrysler,200,2012,156.99,2019-05-21,10951,200951
30952,nisl,Chevrolet,Monte Carlo,2007,57,2015-11-12,10952,200952
30953,amet,Ferrari,F12berlinetta,2015,84.95,2010-01-31,10953,200953
30954,dolor,Toyota,Sienna,2010,87.95,2015-03-13,10954,200954
30955,Phasellus,BMW,Alpina B7,2008,144.99,2018-07-17,10955,200955
30956,maximus,Rolls-Royce,Ghost,2013,103.95,2021-08-07,10956,200956
30957,vulputate,BMW,M6,2010,186.95,2012-03-15,10957,200957
30958,convallis,Mercury,Mountaineer,2001,68,2020-09-23,10958,200958
30959,leo,Audi,S5,2012,51.99,2019-04-11,10959,200959
30960,elementum,Land Rover,LR4,2012,149.95,2011-05-05,10960,200960
30961,orci,GMC,1500 Regular Cab,1993,17.95,2018-12-24,10961,200961
30962,dignissim,Audi,Q5,2013,33.95,2021-05-31,10962,200962
30963,rhoncus,Chevrolet,Express 1500 Passenger,2007,43.95,2011-03-21,10963,200963
30964,accumsan,Audi,S8,2018,94.99,2015-12-09,10964,200964
30965,massa,Dodge,Ram 3500 Regular Cab,2003,119.95,2012-09-06,10965,200965
30966,pellentesque,Land Rover,Freelander,2005,47.99,2010-10-25,10966,200966
30967,Vivamus,BMW,X5,2007,186.95,2016-01-01,10967,200967
30968,Proin,Volkswagen,Golf R,2015,56.99,2021-05-05,10968,200968
30969,arcu,Dodge,Ram 2500 Quad Cab,2007,83.99,2012-01-25,10969,200969
30970,nec,Ford,F150 SuperCrew Cab,2019,35.95,2010-07-17,10970,200970
30971,fermentum,Ford,Edge,2008,153.99,2015-01-31,10971,200971
30972,condimentum,Acura,RLX,2018,160.99,2011-10-05,10972,200972
30973,libero,BMW,M4,2016,49.99,2020-03-02,10973,200973
30974,urna,Porsche,Cayman,2010,76,2010-02-21,10974,200974
30975,laoreet,Volkswagen,Passat,2019,26,2018-02-21,10975,200975
30976,lorem,Ford,F450 Super Duty Crew Cab,2012,162.95,2012-11-28,10976,200976
30977,eget,Aston Martin,Vanquish,2014,51.99,2012-09-08,10977,200977
30978,viverra,Mercedes-Benz,SL-Class,2006,117.95,2016-03-12,10978,200978
30979,lectus,Nissan,Rogue Select,2014,164.95,2011-07-15,10979,200979
30980,neque,Acura,NSX,2001,62,2011-05-18,10980,200980
30981,felis,GMC,Vandura 1500,1993,101.95,2011-01-14,10981,200981
30982,Nam,Acura,RL,2008,103,2014-09-20,10982,200982
30983,sapien,Chevrolet,Silverado 2500 Extended Cab,2001,142,2021-06-17,10983,200983
30984,ut,MAZDA,CX-9,2012,107,2020-01-20,10984,200984
30985,varius,Saturn,S-Series,1997,29.99,2017-04-04,10985,200985
30986,est,GMC,Terrain,2010,145.99,2012-08-22,10986,200986
30987,sagittis,Ford,Fusion,2014,85.99,2012-10-21,10987,200987
30988,tellus,Lincoln,Continental,1993,91,2015-03-06,10988,200988
30989,aliquet,Ford,Expedition EL,2014,62,2018-09-09,10989,200989
30990,felis,Audi,A6,2009,62,2018-01-16,10990,200990
30991,at,Saab,44079,2008,162.95,2017-06-19,10991,200991
30992,turpis,Nissan,Altima,2016,119,2020-09-28,10992,200992
30993,leo,Mitsubishi,Eclipse,1994,87,2018-12-09,10993,200993
30994,Nunc,Toyota,RAV4,2005,17.95,2021-11-22,10994,200994
30995,tempor,smart,fortwo,2010,175.99,2012-11-29,10995,200995
30996,sit,Plymouth,Grand Voyager,1993,80.95,2012-02-01,10996,200996
30997,lectus,Chrysler,New Yorker,1994,132.99,2018-07-14,10997,200997
30998,sodales,GMC,Sierra 2500 HD Crew Cab,2002,150,2011-12-31,10998,200998
30999,consectetur,Chevrolet,Suburban 1500,2013,69.95,2019-07-10,10999,200999
31000,risus,Dodge,Charger,2012,54.99,2011-06-03,11000,201000
31001,laoreet,Dodge,Caravan Passenger,1999,36.95,2017-08-21,11001,201001
31002,sodales,Porsche,Boxster,2009,45,2013-10-05,11002,201002
31003,In,Saturn,Ion,2003,176.95,2019-10-19,11003,201003
31004,euismod,Dodge,Grand Caravan Passenger,2006,167,2022-09-27,11004,201004
31005,ipsum,MAZDA,MX-5 Miata RF,2018,152,2023-03-17,11005,201005
31006,mi,FIAT,500L,2018,31.95,2011-11-02,11006,201006
31007,ornare,Volkswagen,Cabrio,2000,14.95,2011-04-09,11007,201007
31008,tempor,INFINITI,G,1992,74.95,2018-01-18,11008,201008
31009,vestibulum,Ferrari,458 Italia,2010,91,2017-05-05,11009,201009
31010,Maecenas,Pontiac,Montana,2002,43.95,2013-12-19,11010,201010
31011,vulputate,BMW,Z4 M,2006,54.95,2013-07-27,11011,201011
31012,malesuada,GMC,Sierra 1500 Double Cab,2018,135.95,2019-06-23,11012,201012
31013,Donec,Oldsmobile,LSS,1999,49.95,2015-08-17,11013,201013
31014,gravida,Volvo,C70,2006,109.95,2018-09-21,11014,201014
31015,leo,Audi,A4,2016,189,2015-01-15,11015,201015
31016,ipsum,Toyota,Prius Prime,2019,52.95,2015-06-27,11016,201016
31017,nibh,Chevrolet,Express 1500 Passenger,2012,54,2018-05-21,11017,201017
31018,Sed,BMW,X5 M,2011,54.95,2019-08-14,11018,201018
31019,Donec,Chevrolet,S10 Regular Cab,1998,171.99,2014-01-06,11019,201019
31020,Mauris,Lincoln,MKX,2013,46.99,2011-02-06,11020,201020
31021,Sed,Volvo,S40,2009,166.95,2012-05-09,11021,201021
31022,amet,Chevrolet,Malibu,2011,111.99,2015-10-06,11022,201022
31023,nibh,Kia,Rio,2002,122.95,2017-07-21,11023,201023
31024,nunc,Audi,Q8,2019,40.99,2014-06-05,11024,201024
31025,elementum,Cadillac,SRX,2004,165.99,2017-07-11,11025,201025
31026,In,Isuzu,Hombre Regular Cab,2000,41,2019-04-07,11026,201026
31027,tempor,Chevrolet,G-Series G20,1994,12.99,2015-12-28,11027,201027
31028,maximus,Chrysler,Sebring,2001,102.95,2020-08-07,11028,201028
31029,diam,Kia,Sportage,2013,194.95,2015-04-26,11029,201029
31030,Nunc,Freightliner,Sprinter 3500 Cargo,2016,165.99,2017-02-08,11030,201030
31031,ac,Chevrolet,Tahoe,2000,156.99,2018-08-22,11031,201031
31032,feugiat,Buick,Rendezvous,2006,151.95,2022-02-17,11032,201032
31033,vulputate,Ford,Windstar Passenger,1998,127.95,2018-08-06,11033,201033
31034,lacus,Mercedes-Benz,SL-Class,2006,173.99,2013-04-17,11034,201034
31035,molestie,Mercury,Sable,1992,72.95,2014-04-17,11035,201035
31036,ut,Chevrolet,Malibu,2017,184.99,2022-11-17,11036,201036
31037,quam,Suzuki,Esteem,1998,137.99,2016-01-30,11037,201037
31038,non,BMW,2 Series,2018,94,2018-10-02,11038,201038
31039,nec,Nissan,NV3500 HD Passenger,2018,186,2019-02-21,11039,201039
31040,Nunc,Audi,A5,2019,53.99,2022-03-03,11040,201040
31041,mi,Chevrolet,Camaro,1993,71.95,2020-05-27,11041,201041
31042,mollis,Mitsubishi,Raider Double Cab,2007,193,2022-09-07,11042,201042
31043,euismod,Ford,Mustang,2002,194,2013-11-13,11043,201043
31044,venenatis,Toyota,Avalon,1997,79.99,2019-07-29,11044,201044
31045,sagittis,Chevrolet,Lumina,1998,15,2013-06-12,11045,201045
31046,pulvinar,Scion,xD,2008,98.99,2019-06-24,11046,201046
31047,urna,Nissan,300ZX,1992,151.99,2014-07-10,11047,201047
31048,luctus,Audi,A8,1998,42.95,2019-08-21,11048,201048
31049,lectus,Mercedes-Benz,E-Class,2005,116.95,2018-09-19,11049,201049
31050,Interdum,Mitsubishi,Galant,2005,87.95,2018-01-02,11050,201050
31051,vestibulum,Pontiac,Bonneville,2005,26.95,2014-05-27,11051,201051
31052,facilisis,GMC,Sierra 2500 Crew Cab,2004,70.99,2010-06-08,11052,201052
31053,rutrum,Dodge,Dakota Club Cab,1995,98.95,2016-04-20,11053,201053
31054,fermentum,GMC,Savana 3500 Passenger,2013,93.95,2020-06-02,11054,201054
31055,sodales,Geo,Tracker,1996,131.99,2012-04-27,11055,201055
31056,laoreet,Jeep,Wrangler,2019,146,2022-04-19,11056,201056
31057,odio,Mercury,Sable,1998,107.95,2020-05-02,11057,201057
31058,velit,Nissan,Sentra,2010,15.99,2013-07-22,11058,201058
31059,ornare,GMC,Savana 1500 Passenger,2008,51.95,2013-08-11,11059,201059
31060,imperdiet,Chevrolet,Sonic,2013,52.95,2013-10-07,11060,201060
31061,mi,Lotus,Evora,2010,29.99,2017-10-07,11061,201061
31062,auctor,Chevrolet,Silverado 1500 Crew Cab,2005,23.99,2019-03-10,11062,201062
31063,Vivamus,Ford,F150 Regular Cab,2013,197.95,2018-02-15,11063,201063
31064,placerat,Honda,Accord,2009,138.99,2018-09-15,11064,201064
31065,est,MAZDA,CX-3,2019,157,2012-04-10,11065,201065
31066,tristique,Subaru,Legacy,1998,62,2023-03-26,11066,201066
31067,eu,Dodge,Intrepid,2003,81,2021-02-06,11067,201067
31068,id,Lexus,RX,2018,119,2021-01-22,11068,201068
31069,pulvinar,Mercedes-Benz,B-Class,2017,92.99,2016-08-03,11069,201069
31070,sapien,INFINITI,FX,2007,100.95,2020-05-02,11070,201070
31071,volutpat,Volvo,S60,2006,73.95,2014-03-29,11071,201071
31072,lacus,Cadillac,Escalade EXT,2007,42,2022-12-13,11072,201072
31073,Curabitur,Chevrolet,Aveo,2004,105,2010-02-03,11073,201073
31074,ut,Mercedes-Benz,GL-Class,2011,26,2021-07-29,11074,201074
31075,ac,Cadillac,Seville,1994,28.95,2017-05-15,11075,201075
31076,id,Saab,44077,2006,197,2011-08-28,11076,201076
31077,tortor,Cadillac,Eldorado,1997,42.95,2015-10-25,11077,201077
31078,convallis,Chevrolet,Silverado 1500 Crew Cab,2011,157,2018-07-30,11078,201078
31079,in,Chevrolet,Silverado 3500 HD Extended Cab,2013,66.99,2016-11-06,11079,201079
31080,Vivamus,Audi,A8,2007,16.99,2011-01-12,11080,201080
31081,Integer,Dodge,Ram Wagon 2500,2000,174,2010-02-23,11081,201081
31082,Morbi,Ford,Mustang,1994,149.99,2013-01-13,11082,201082
31083,nec,Chevrolet,Express 3500 Cargo,2012,40,2011-05-16,11083,201083
31084,lacus,Toyota,T100 Regular Cab,1998,128.99,2023-03-29,11084,201084
31085,blandit,Ford,F150 Regular Cab,2014,129.99,2012-02-27,11085,201085
31086,eros,Acura,SLX,1996,22.99,2022-09-13,11086,201086
31087,varius,Chevrolet,Silverado 1500 Crew Cab,2007,184.99,2010-09-29,11087,201087
31088,aliquet,Chevrolet,2500 Extended Cab,1996,133,2018-09-05,11088,201088
31089,et,Mercedes-Benz,SL-Class,2008,163.99,2010-08-08,11089,201089
31090,est,Ram,Dakota Crew Cab,2011,159,2019-06-02,11090,201090
31091,mollis,Scion,xB,2015,23.99,2022-05-21,11091,201091
31092,Ut,Honda,Accord,1997,153,2011-04-26,11092,201092
31093,ac,Lincoln,MKX,2007,147.99,2021-09-14,11093,201093
31094,a,Kia,Sedona,2009,171.95,2019-02-15,11094,201094
31095,Donec,Porsche,Boxster,2008,108,2014-08-27,11095,201095
31096,condimentum,Volkswagen,Cabriolet,1993,192.99,2021-04-06,11096,201096
31097,diam,Toyota,Tacoma Regular Cab,2002,91.95,2016-10-14,11097,201097
31098,sit,Porsche,Cayman,2012,91.99,2018-06-06,11098,201098
31099,odio,Volkswagen,Passat,2005,148.99,2019-04-17,11099,201099
31100,non,Toyota,Tacoma Double Cab,2018,165.99,2011-12-30,11100,201100
31101,pharetra,Chevrolet,Equinox,2009,56.95,2022-12-23,11101,201101
31102,libero,Mercedes-Benz,C-Class,1997,140.99,2013-12-11,11102,201102
31103,quis,Mercury,Marauder,2003,123,2016-06-01,11103,201103
31104,posuere,BMW,X6 M,2015,64,2018-04-02,11104,201104
31105,Lorem,Chevrolet,Monte Carlo,2003,45.99,2013-02-12,11105,201105
31106,risus,Chrysler,300,2005,147,2011-03-06,11106,201106
31107,in,Dodge,Ram 1500 Crew Cab,2009,158,2016-09-29,11107,201107
31108,fringilla,Chrysler,Sebring,2009,80.99,2014-06-18,11108,201108
31109,odio,Volkswagen,Eos,2015,43.95,2022-08-15,11109,201109
31110,mauris,Kia,Spectra,2007,132.99,2020-07-18,11110,201110
31111,orci,GMC,Sierra 3500 HD Crew Cab,2011,119.99,2013-08-27,11111,201111
31112,eget,Volvo,S80,2007,144,2021-05-25,11112,201112
31113,In,Kia,Rio,2014,44.95,2019-10-28,11113,201113
31114,vel,GMC,Sonoma Regular Cab,1999,143,2014-10-11,11114,201114
31115,Mauris,Oldsmobile,Bravada,1994,183,2022-02-08,11115,201115
31116,mi,Nissan,NV3500 HD Cargo,2012,108.95,2013-06-29,11116,201116
31117,fringilla,Honda,Element,2003,145,2018-01-22,11117,201117
31118,euismod,INFINITI,M,2013,180.99,2013-04-02,11118,201118
31119,Aliquam,Volvo,XC70,2009,106.99,2017-04-06,11119,201119
31120,placerat,Ford,Explorer,2003,80,2022-07-12,11120,201120
31121,vitae,Subaru,Outback,2016,93.95,2019-03-14,11121,201121
31122,a,Buick,Riviera,1999,105,2012-01-18,11122,201122
31123,Fusce,Toyota,Yaris,2017,80.99,2014-02-19,11123,201123
31124,odio,Lexus,RX,2019,124.95,2016-01-17,11124,201124
31125,convallis,MAZDA,B-Series Extended Cab,2007,182.95,2017-10-16,11125,201125
31126,viverra,Chevrolet,Express 3500 Passenger,2000,42.99,2019-12-21,11126,201126
